,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
270,108000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.foxmovies.com/movies/the-martian,286217,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 839, ""name"": ""mars""}, {""id"": 1432, ""name"": ""nasa""}, {""id"": 1533, ""name"": ""isolation""}, {""id"": 4003, ""name"": ""botanist""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 9831, ""name"": ""spaceship""}, {""id"": 9882, ""name"": ""space""}, {""id"": 10160, ""name"": ""engineering""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 14626, ""name"": ""astronaut""}, {""id"": 156810, ""name"": ""science""}, {""id"": 168603, ""name"": ""deep space explorer""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 196367, ""name"": ""battle for survival""}]",en,The Martian,"During a manned mission to Mars, Astronaut Mark Watney is presumed dead after a fierce storm and left behind by his crew. But Watney has survived and finds himself stranded and alone on the hostile planet. With only meager supplies, he must draw upon his ingenuity, wit and spirit to subsist and find a way to signal to Earth that he is alive.",167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-30 00:00:00,630161890,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,Bring Him Home,The Martian,7.6,7268
304,100000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}]",,184315,"[{""id"": 3070, ""name"": ""mercenary""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 162861, ""name"": ""ancient greece""}, {""id"": 187301, ""name"": ""hercules""}, {""id"": 192913, ""name"": ""warrior""}, {""id"": 209482, ""name"": ""sagen""}]",en,Hercules,"Fourteen hundred years ago, a tormented soul walked the earth that was neither man nor god. Hercules was the powerful son of the god king Zeus, for this he received nothing but suffering his entire life. After twelve arduous labors and the loss of his family, this dark, world-weary soul turned his back on the gods finding his only solace in bloody battle. Over the years he warmed to the company of six similar souls, their only bond being their love of fighting and presence of death. These men and woman never question where they go to fight or why or whom, just how much they will be paid. Now the King of Thrace has hired these mercenaries to train his men to become the greatest army of all time. It is time for this bunch of lost souls to finally have their eyes opened to how far they have fallen when they must train an army to become as ruthless and blood thirsty as their reputation has become.",76.842247,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Radical Studios"", ""id"": 19648}, {""name"": ""Flynn Picture Company"", ""id"": 34081}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-07-23 00:00:00,243400000,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Before he was a legend, he was a man.",Hercules,5.6,1680
307,90000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://theexpendables3film.com/,138103,"[{""id"": 591, ""name"": ""cia""}, {""id"": 6163, ""name"": ""arms dealer""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 14643, ""name"": ""battle""}, {""id"": 157424, ""name"": ""sledgehammer""}, {""id"": 188944, ""name"": ""revolver""}]",en,The Expendables 3,"Barney, Christmas and the rest of the team comes face-to-face with Conrad Stonebanks, who years ago co-founded The Expendables with Barney. Stonebanks subsequently became a ruthless arms trader and someone who Barney was forced to kill… or so he thought. Stonebanks, who eluded death once before, now is making it his mission to end The Expendables -- but Barney has other plans. Barney decides that he has to fight old blood with new blood, and brings in a new era of Expendables team members, recruiting individuals who are younger, faster and more tech-savvy. The latest mission becomes a clash of classic old-school style versus high-tech expertise in the Expendables’ most personal battle yet.",61.025639,"[{""name"": ""Davis-Films"", ""id"": 342}, {""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""LionsGate"", ""id"": 7571}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Ex3 Productions"", ""id"": 28384}, {""name"": ""Fipex Holding"", ""id"": 40822}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-08-04 00:00:00,206172544,127.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,New team. New attitude. New mission.,The Expendables 3,6.1,1795
308,105000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.facebook.com/PointBreakMovie,257088,"[{""id"": 1568, ""name"": ""undercover""}, {""id"": 4654, ""name"": ""undercover agent""}, {""id"": 12189, ""name"": ""extreme sports""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 209714, ""name"": ""3d""}]",en,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".",33.507289,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ehman Productions"", ""id"": 70993}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CN"", ""name"": ""China""}]",2015-12-03 00:00:00,133718711,114.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The only law that matters is gravity,Point Break,5.5,783
310,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",http://www.intheheartoftheseamovie.com/,205775,"[{""id"": 236, ""name"": ""suicide""}, {""id"": 270, ""name"": ""ocean""}, {""id"": 658, ""name"": ""sea""}, {""id"": 1899, ""name"": ""hunger""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 4676, ""name"": ""whale""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9743, ""name"": ""stranded""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 33829, ""name"": ""whaling""}, {""id"": 34079, ""name"": ""death""}, {""id"": 41393, ""name"": ""new england""}, {""id"": 179578, ""name"": ""lost at sea""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 187318, ""name"": ""whaling ship""}, {""id"": 188266, ""name"": ""starvation""}, {""id"": 207928, ""name"": ""19th century""}, {""id"": 208048, ""name"": ""cannibalism""}, {""id"": 219785, ""name"": ""reference to moby dick""}, {""id"": 223211, ""name"": ""whale oil""}, {""id"": 223212, ""name"": ""nantucket""}]",en,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.",50.767332,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Spring Creek Productions"", ""id"": 705}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Roth Films"", ""id"": 16314}, {""name"": ""K. JAM Media"", ""id"": 17888}, {""name"": ""Cott Productions"", ""id"": 24175}, {""name"": ""Surf Film"", ""id"": 34401}, {""name"": ""Enelmar Productions, A.I.E."", ""id"": 63571}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-20 00:00:00,93820758,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Based on the incredible true story that inspired Moby Dick,In the Heart of the Sea,6.5,1276
313,99000000,"[{""id"": 16, ""name"": ""Animation""}]",http://www.peanutsmovie.com/,227973,"[{""id"": 11825, ""name"": ""based on comic strip""}, {""id"": 18035, ""name"": ""family""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 210469, ""name"": ""charlie brown""}, {""id"": 221015, ""name"": ""snoopy""}]",en,The Peanuts Movie,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest back home.",34.308098,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-11-05 00:00:00,246233113,88.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The story of an underdog. And his dog.,The Peanuts Movie,6.5,604
326,95000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 18, ""name"": ""Drama""}]",http://movies.disney.com/cinderella,150689,"[{""id"": 995, ""name"": ""cinderella""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3205, ""name"": ""fairy tale""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 13014, ""name"": ""orphan""}, {""id"": 158438, ""name"": ""lost shoe""}, {""id"": 173003, ""name"": ""evil stepmother""}, {""id"": 186847, ""name"": ""retelling""}]",en,Cinderella,"When her father unexpectedly passes away, young Ella finds herself at the mercy of her cruel stepmother and her daughters. Never one to give up hope, Ella's fortunes begin to change after meeting a dashing stranger in the woods.",101.18705200000001,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Genre Films"", ""id"": 28788}, {""name"": ""Beagle Pug Films"", ""id"": 46339}, {""name"": ""Allison Shearmur Productions"", ""id"": 47706}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-03-12 00:00:00,543514353,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Midnight is just the beginning.,Cinderella,6.7,2374
331,95000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",http://www.seventhsonmovie.com/,68737,"[{""id"": 2343, ""name"": ""magic""}, {""id"": 4238, ""name"": ""chosen one""}, {""id"": 177895, ""name"": ""dark fantasy""}, {""id"": 177900, ""name"": ""witch hunter""}, {""id"": 177901, ""name"": ""evil witch""}, {""id"": 223438, ""name"": ""based on young adult novel""}, {""id"": 234213, ""name"": ""sword and sorcery""}]",en,Seventh Son,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",63.628459,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Outlaw Sinema"", ""id"": 13444}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}, {""name"": ""Pendle Mountain Productions"", ""id"": 40112}, {""name"": ""China Film Co."", ""id"": 40890}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2014-12-12 00:00:00,114178613,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"When darkness falls, the son will rise. When the son falls, the dark knight will rise.",Seventh Son,5.2,957
333,100000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,157353,"[{""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1576, ""name"": ""technology""}, {""id"": 2651, ""name"": ""nanotechnology""}, {""id"": 2812, ""name"": ""computer virus""}, {""id"": 3222, ""name"": ""super computer""}, {""id"": 6506, ""name"": ""resurrection""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9678, ""name"": ""mind control""}, {""id"": 13015, ""name"": ""terrorism""}, {""id"": 14760, ""name"": ""scientist""}, {""id"": 193013, ""name"": ""extremist""}, {""id"": 198423, ""name"": ""moral dilemma""}, {""id"": 199320, ""name"": ""computer scientist""}, {""id"": 205852, ""name"": ""mind transfer""}, {""id"": 205853, ""name"": ""quantum computer""}, {""id"": 205854, ""name"": ""mind uploading""}]",en,Transcendence,"Two leading computer scientists work toward their goal of Technological Singularity,  as a radical anti-technology organization fights to prevent them from creating a world where computers can transcend the abilities of the human brain.",58.991388,"[{""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""Syncopy"", ""id"": 9996}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Straight Up Films"", ""id"": 13403}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-04-16 00:00:00,103039258,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"Yesterday, Dr. Will Caster was only human...",Transcendence,5.9,2295
357,100000000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.benhurmovie.com/,271969,"[{""id"": 10085, ""name"": ""betrayal""}, {""id"": 232766, ""name"": ""vengeance""}]",en,Ben-Hur,A falsely accused nobleman survives years of slavery to take vengeance on his best friend who betrayed him.,29.608321999999998,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Sean Daniel Company"", ""id"": 19857}, {""name"": ""LightWorkers Media"", ""id"": 23920}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2016-08-17 00:00:00,94061311,125.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,First to finish. Last to die.,Ben-Hur,5.3,621
359,0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://www.foxmovies.com/movies/alvin-and-the-chipmunks-the-road-chip,258509,"[{""id"": 10986, ""name"": ""chipmunk""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 11477, ""name"": ""talking animal""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]",en,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.",27.867368,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Sunswept Entertainment"", ""id"": 5219}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}, {""name"": ""TSG Entertainment"", ""id"": 22213}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-12-17 00:00:00,233755553,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Fast & furry-ous,Alvin and the Chipmunks: The Road Chip,5.8,428
362,88000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.pixels-movie.com/,257344,"[{""id"": 282, ""name"": ""video game""}, {""id"": 5801, ""name"": ""nerd""}, {""id"": 192962, ""name"": ""alien attack""}, {""id"": 209714, ""name"": ""3d""}, {""id"": 220855, ""name"": ""pixels""}]",en,Pixels,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,140.849495,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Happy Madison Productions"", ""id"": 2608}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-07-16 00:00:00,243637091,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Game On.,Pixels,5.6,2513
